h_id,accm_txn_complete_time
1557,06-12-22
1558,6/13/2022
1559,6/14/2022
1560,5/15/2022
1561,5/16/2022
1562,5/17/2022
1563,5/18/2022
1564,5/19/2022
1565,5/20/2022
1566,5/21/2022
1567,5/22/2022
1568,5/23/2022
1569,5/24/2022
1570,5/25/2022
1571,5/26/2022
1572,5/27/2022
1573,5/28/2022
1574,5/29/2022
1575,5/30/2022
1576,5/31/2022
1577,06-01-22
1578,06-02-22
1579,06-03-22
1580,06-04-22
1581,06-05-22
1582,06-06-22
1583,06-07-22
1584,06-08-22
1585,06-09-22
1586,06-10-22
1587,06-11-22
1588,06-12-22
1589,6/13/2022
1590,6/14/2022
1591,5/15/2022
1592,5/16/2022
1593,5/17/2022
1594,5/18/2022
1595,5/19/2022
1596,5/20/2022
1597,5/21/2022
1598,5/22/2022
1599,5/23/2022
1600,5/24/2022
1601,5/25/2022
1602,5/26/2022
1603,5/27/2022
1604,5/28/2022
1605,5/29/2022
1606,5/30/2022
1607,5/31/2022
1608,06-01-22
1609,06-02-22
1610,06-03-22
1611,06-04-22
1612,06-05-22
1613,06-06-22
1614,06-07-22
1615,06-08-22
1616,06-09-22
1617,06-10-22
1618,06-11-22
1619,06-12-22
1620,6/13/2022
1621,6/14/2022
1622,5/15/2022
1623,5/16/2022
1624,5/17/2022
1625,5/18/2022
1626,5/19/2022
1627,5/20/2022
1628,5/21/2022
1629,5/22/2022
1630,5/23/2022
1631,5/24/2022
1632,5/25/2022
1633,5/26/2022
1634,5/27/2022
1635,5/28/2022
1636,5/29/2022
1637,5/30/2022
1638,5/31/2022
1639,06-01-22
1640,06-02-22
1641,06-03-22
1642,06-04-22
1643,06-05-22
1644,06-06-22
1645,06-07-22
1646,06-08-22
1647,06-09-22
1648,06-10-22
1649,06-11-22
1650,06-12-22
1651,6/13/2022
1652,6/14/2022
1653,5/15/2022
1654,5/16/2022
1655,5/17/2022
1656,5/18/2022
1657,5/19/2022
1658,5/20/2022
1659,5/21/2022
1660,5/22/2022
1661,5/23/2022
1662,5/24/2022
1663,5/25/2022
1664,5/26/2022
1665,5/27/2022
1666,5/28/2022
1667,5/29/2022
1668,5/30/2022
1669,5/31/2022
1670,06-01-22
1671,06-02-22
1672,06-03-22
1673,06-04-22
1674,06-05-22
1675,06-06-22
1676,06-07-22
1677,06-08-22
1678,06-09-22
1679,06-10-22
1680,06-11-22
1681,06-12-22
1682,6/13/2022
1683,6/14/2022
1684,5/14/2022
1685,5/15/2022
1686,5/16/2022
1687,5/17/2022
1688,5/18/2022
1689,5/19/2022
1690,5/20/2022
1691,5/21/2022
1692,5/22/2022
1693,5/23/2022
1694,5/24/2022
1695,5/25/2022
1696,5/26/2022
1697,5/27/2022
1698,5/28/2022
1699,5/29/2022
1700,5/30/2022
1701,5/31/2022
1702,06-01-22
1703,06-02-22
1704,06-03-22
1705,06-04-22
1706,06-05-22
1707,06-06-22
1708,06-07-22
1709,06-08-22
1710,06-09-22
1711,06-10-22
1712,06-11-22
1713,06-12-22
1714,6/13/2022
1715,6/14/2022
1716,5/15/2022
1717,5/16/2022
1718,5/17/2022
1719,5/18/2022
1720,5/19/2022
1721,5/20/2022
1722,5/21/2022
1723,5/22/2022
1724,5/23/2022
1725,5/24/2022
1726,5/25/2022
1727,5/26/2022
1728,5/27/2022
1729,5/28/2022
1730,5/29/2022
1731,5/30/2022
1732,5/31/2022
1733,06-01-22
1734,06-02-22
1735,06-03-22
1736,06-04-22
1737,06-05-22
1738,06-06-22
1739,06-07-22
1740,06-08-22
1741,06-09-22
1742,06-10-22
1743,06-11-22
1744,06-12-22
1745,6/13/2022
1746,6/14/2022
1747,5/15/2022
1748,5/16/2022
1749,5/17/2022
1750,5/18/2022
1751,5/19/2022
1752,5/20/2022
1753,5/21/2022
1754,5/22/2022
1755,5/23/2022
1756,5/24/2022
1757,5/25/2022
1758,5/26/2022
1759,5/27/2022
1760,5/28/2022
1761,5/29/2022
1762,5/30/2022
1763,5/31/2022
1764,06-01-22
1765,06-02-22
1766,06-03-22
1767,06-04-22
1768,06-05-22
1769,06-06-22
1770,06-07-22
1771,06-08-22
1772,06-09-22
1773,06-10-22
1774,06-11-22
1775,06-12-22
1776,6/13/2022
1777,6/14/2022
1778,5/15/2022
1779,5/16/2022
1780,5/17/2022
1781,5/18/2022
1782,5/19/2022
1783,5/20/2022
1784,5/21/2022
1785,5/22/2022
1786,5/23/2022
1787,5/24/2022
1788,5/25/2022
1789,5/26/2022
1790,5/27/2022
1791,5/28/2022
1792,5/29/2022
1793,5/30/2022
1794,5/31/2022
1795,06-01-22
1796,06-02-22
1797,06-03-22
1798,06-04-22
1799,06-05-22
1800,06-06-22
1801,06-07-22
1802,06-08-22
1803,06-09-22
1804,06-10-22
1805,06-11-22
1806,06-12-22
1807,6/13/2022
1808,6/14/2022
1809,5/15/2022
1810,5/16/2022
1811,5/17/2022
1812,5/18/2022
1813,5/19/2022
1814,5/20/2022
1815,5/21/2022
1816,5/22/2022
1817,5/23/2022
1818,5/24/2022
1819,5/25/2022
1820,5/26/2022
1821,5/27/2022
1822,5/28/2022
1823,5/29/2022
1824,5/30/2022
1825,5/31/2022
1826,06-01-22
1827,06-02-22
1828,06-03-22
1829,06-04-22
1830,06-05-22
1831,06-06-22
1832,06-07-22
1833,06-08-22
1834,06-09-22
1835,06-10-22
1836,06-11-22
1837,06-12-22
1838,6/13/2022
1839,6/14/2022
1840,5/15/2022
1841,5/16/2022
1842,5/17/2022
1843,5/18/2022
1844,5/19/2022
1845,5/20/2022
1846,5/21/2022
1847,5/22/2022
1848,5/23/2022
1849,5/24/2022
1850,5/25/2022
1851,5/26/2022
1852,5/27/2022
1853,5/28/2022
1854,5/29/2022
1855,5/30/2022
1856,5/31/2022
1857,06-01-22
1858,06-02-22
1859,06-03-22
1860,06-04-22
1861,06-05-22
1862,06-06-22
1863,06-07-22
1864,06-08-22
1865,06-09-22
1866,06-10-22
1867,06-11-22
1868,06-12-22
1869,6/13/2022
1870,6/14/2022
1871,5/14/2022
1872,5/15/2022
1873,5/16/2022
1874,5/17/2022
1875,5/18/2022
1876,5/19/2022
1877,5/20/2022
1878,5/21/2022
1879,5/22/2022
1880,5/23/2022
1881,5/24/2022
1882,5/25/2022
1883,5/26/2022
1884,5/27/2022
1885,5/28/2022
1886,5/29/2022
1887,5/30/2022
1888,5/31/2022
1889,06-01-22
1890,06-02-22
1891,06-03-22
1892,06-04-22
1893,06-05-22
1894,06-06-22
1895,06-07-22
1896,06-08-22
1897,06-09-22
1898,06-10-22
1899,06-11-22
1900,06-12-22
1901,6/13/2022
1902,6/14/2022
1903,5/15/2022
1904,5/16/2022
1905,5/17/2022
1906,5/18/2022
1907,5/19/2022
1908,5/20/2022
1909,5/21/2022
1910,5/22/2022
1911,5/23/2022
1912,5/24/2022
1913,5/25/2022
1914,5/26/2022
1915,5/27/2022
1916,5/28/2022
1917,5/29/2022
1918,5/30/2022
1919,5/31/2022
1920,06-01-22
1921,06-02-22
1922,06-03-22
1923,06-04-22
1924,06-05-22
1925,06-06-22
1926,06-07-22
1927,06-08-22
1928,06-09-22
1929,06-10-22
1930,06-11-22
1931,06-12-22
1932,6/13/2022
1933,6/14/2022
1934,5/15/2022
1935,5/16/2022
1936,5/17/2022
1937,5/18/2022
1938,5/19/2022
1939,5/20/2022
1940,5/21/2022
1941,5/22/2022
1942,5/23/2022
1943,5/24/2022
1944,5/25/2022
1945,5/26/2022
1946,5/27/2022
1947,5/28/2022
1948,5/29/2022
1949,5/30/2022
1950,5/31/2022
1951,06-01-22
1952,06-02-22
1953,06-03-22
1954,06-04-22
1955,06-05-22
1956,06-06-22
1957,06-07-22
1958,06-08-22
1959,06-09-22
1960,06-10-22
1961,06-11-22
1962,06-12-22
1963,6/13/2022
1964,6/14/2022
1965,5/15/2022
1966,5/16/2022
1967,5/17/2022
1968,5/18/2022
1969,5/19/2022
1970,5/20/2022
1971,5/21/2022
1972,5/22/2022
1973,5/23/2022
1974,5/24/2022
1975,5/25/2022
1976,5/26/2022
1977,5/27/2022
1978,5/28/2022
1979,5/29/2022
1980,5/30/2022
1981,5/31/2022
1982,06-01-22
1983,06-02-22
1984,06-03-22
1985,06-04-22
1986,06-05-22
1987,06-06-22
1988,06-07-22
1989,06-08-22
1990,06-09-22
1991,06-10-22
1992,06-11-22
1993,06-12-22
1994,6/13/2022
1995,6/14/2022
1996,5/15/2022
1997,5/16/2022
1998,5/17/2022
1999,5/18/2022
2000,5/19/2022
2001,5/20/2022
2002,5/21/2022
2003,5/22/2022
2004,5/23/2022
2005,5/24/2022
2006,5/25/2022
2007,5/26/2022
2008,5/27/2022
2009,5/28/2022
2010,5/29/2022
2011,5/30/2022
2012,5/31/2022
2013,06-01-22
2014,06-02-22
2015,06-03-22
2016,06-04-22
2017,06-05-22
2018,06-06-22
2019,06-07-22
2020,06-08-22
2021,06-09-22
2022,06-10-22
2023,06-11-22
2024,06-12-22
2025,6/13/2022
2026,6/14/2022
2027,5/15/2022
2028,5/16/2022
2029,5/17/2022
2030,5/18/2022
2031,5/19/2022
2032,5/20/2022
2033,5/21/2022
2034,5/22/2022
2035,5/23/2022
2036,5/24/2022
2037,5/25/2022
2038,5/26/2022
2039,5/27/2022
2040,5/28/2022
2041,5/29/2022
2042,5/30/2022
2043,5/31/2022
2044,06-01-22
2045,06-02-22
2046,06-03-22
2047,06-04-22
2048,06-05-22
2049,06-06-22
2050,06-07-22
2051,06-08-22
2052,06-09-22
2053,06-10-22
2054,06-11-22
2055,06-12-22
2056,6/13/2022
2057,6/14/2022
2058,5/14/2022
2059,5/15/2022
2060,5/16/2022
2061,5/17/2022
2062,5/18/2022
2063,5/19/2022
2064,5/20/2022
2065,5/21/2022
2066,5/22/2022
2067,5/23/2022
2068,5/24/2022
2069,5/25/2022
2070,5/26/2022
2071,5/27/2022
2072,5/28/2022
2073,5/29/2022
2074,5/30/2022
2075,5/31/2022
2076,06-01-22
2077,06-02-22
2078,06-03-22
2079,06-04-22
2080,06-05-22
2081,06-06-22
2082,06-07-22
2083,06-08-22
2084,06-09-22
2085,06-10-22
2086,06-11-22
2087,06-12-22
2088,6/13/2022
2089,6/14/2022
2090,5/15/2022
2091,5/16/2022
2092,5/17/2022
2093,5/18/2022
2094,5/19/2022
2095,5/20/2022
2096,5/21/2022
2097,5/22/2022
2098,5/23/2022
2099,5/24/2022
2100,5/25/2022
2101,5/26/2022
2102,5/27/2022
2103,5/28/2022
2104,5/29/2022
2105,5/30/2022
2106,5/31/2022
2107,06-01-22
2108,06-02-22
2109,06-03-22
2110,06-04-22
2111,06-05-22
2112,06-06-22
2113,06-07-22
2114,06-08-22
2115,06-09-22
2116,06-10-22
2117,06-11-22
2118,06-12-22
2119,6/13/2022
2120,6/14/2022
2121,5/15/2022
2122,5/16/2022
2123,5/17/2022
2124,5/18/2022
2125,5/19/2022
2126,5/20/2022
2127,5/21/2022
2128,5/22/2022
2129,5/23/2022
2130,5/24/2022
2131,5/25/2022
2132,5/26/2022
2133,5/27/2022
2134,5/28/2022
2135,5/29/2022
2136,5/30/2022
2137,5/31/2022
2138,06-01-22
2139,06-02-22
2140,06-03-22
2141,06-04-22
2142,06-05-22
2143,06-06-22
2144,06-07-22
2145,06-08-22
2146,06-09-22
2147,06-10-22
2148,06-11-22
2149,06-12-22
2150,6/13/2022
2151,6/14/2022
2152,5/15/2022
2153,5/16/2022
2154,5/17/2022
2155,5/18/2022
2156,5/19/2022
2157,5/20/2022
2158,5/21/2022
2159,5/22/2022
2160,5/23/2022
2161,5/24/2022
2162,5/25/2022
2163,5/26/2022
2164,5/27/2022
2165,5/28/2022
2166,5/29/2022
2167,5/30/2022
2168,5/31/2022
2169,06-01-22
2170,06-02-22
2171,06-03-22
2172,06-04-22
2173,06-05-22
2174,06-06-22
2175,06-07-22
2176,06-08-22
2177,06-09-22
2178,06-10-22
2179,06-11-22
2180,06-12-22
2181,6/13/2022
2182,6/14/2022
2183,5/15/2022
2184,5/16/2022
2185,5/17/2022
2186,5/18/2022
2187,5/19/2022
2188,5/20/2022
2189,5/21/2022
2190,5/22/2022
2191,5/23/2022
2192,5/24/2022
2193,5/25/2022
2194,5/26/2022
2195,5/27/2022
2196,5/28/2022
2197,5/29/2022
2198,5/30/2022
2199,5/31/2022
2200,06-01-22
2201,06-02-22
2202,06-03-22
2203,06-04-22
2204,06-05-22
2205,06-06-22
2206,06-07-22
2207,06-08-22
2208,06-09-22
2209,06-10-22
2210,06-11-22
2211,06-12-22
2212,6/13/2022
2213,6/14/2022
2214,5/15/2022
2215,5/16/2022
2216,5/17/2022
2217,5/18/2022
2218,5/19/2022
2219,5/20/2022
2220,5/21/2022
2221,5/22/2022
2222,5/23/2022
2223,5/24/2022
2224,5/25/2022
2225,5/26/2022
2226,5/27/2022
2227,5/28/2022
2228,5/29/2022
2229,5/30/2022
2230,5/31/2022
2231,06-01-22
2232,06-02-22
2233,06-03-22
2234,06-04-22
2235,06-05-22
2236,06-06-22
2237,06-07-22
2238,06-08-22
2239,06-09-22
2240,06-10-22
2241,06-11-22
2242,06-12-22
2243,6/13/2022
2244,6/14/2022
2245,5/14/2022
2246,5/15/2022
2247,5/16/2022
2248,5/17/2022
2249,5/18/2022
2250,5/19/2022
2251,5/20/2022
2252,5/21/2022
2253,5/22/2022
2254,5/23/2022
2255,5/24/2022
2256,5/25/2022
2257,5/26/2022
2258,5/27/2022
2259,5/28/2022
2260,5/29/2022
2261,5/30/2022
2262,5/31/2022
2263,06-01-22
2264,06-02-22
2265,06-03-22
2266,06-04-22
2267,06-05-22
2268,06-06-22
2269,06-07-22
2270,06-08-22
2271,06-09-22
2272,06-10-22
2273,06-11-22
2274,06-12-22
2275,6/13/2022
2276,6/14/2022
2277,5/15/2022
2278,5/16/2022
2279,5/17/2022
2280,5/18/2022
2281,5/19/2022
2282,5/20/2022
2283,5/21/2022
2284,5/22/2022
2285,5/23/2022
2286,5/24/2022
2287,5/25/2022
2288,5/26/2022
2289,5/27/2022
2290,5/28/2022
2291,5/29/2022
2292,5/30/2022
2293,5/31/2022
2294,06-01-22
2295,06-02-22
2296,06-03-22
2297,06-04-22
2298,06-05-22
2299,06-06-22
2300,06-07-22
2301,06-08-22
2302,06-09-22
2303,06-10-22
2304,06-11-22
2305,06-12-22
2306,6/13/2022
2307,6/14/2022
2308,5/15/2022
2309,5/16/2022
2310,5/17/2022
2311,5/18/2022
2312,5/19/2022
2313,5/20/2022
2314,5/21/2022
2315,5/22/2022
2316,5/23/2022
2317,5/24/2022
2318,5/25/2022
2319,5/26/2022
2320,5/27/2022
2321,5/28/2022
2322,5/29/2022
2323,5/30/2022
2324,5/31/2022
2325,06-01-22
2326,06-02-22
2327,06-03-22
2328,06-04-22
2329,06-05-22
2330,06-06-22
2331,06-07-22
2332,06-08-22
2333,06-09-22
2334,06-10-22
2335,06-11-22
2336,06-12-22
2337,6/13/2022
2338,6/14/2022
2339,5/15/2022
2340,5/16/2022
2341,5/17/2022
2342,5/18/2022
2343,5/19/2022
2344,5/20/2022
2345,5/21/2022
2346,5/22/2022
2347,5/23/2022
2348,5/24/2022
2349,5/25/2022
2350,5/26/2022
2351,5/27/2022
2352,5/28/2022
2353,5/29/2022
2354,5/30/2022
2355,5/31/2022
2356,06-01-22
2357,06-02-22
2358,06-03-22
2359,06-04-22
2360,06-05-22
2361,06-06-22
2362,06-07-22
2363,06-08-22
2364,06-09-22
2365,06-10-22
2366,06-11-22
2367,06-12-22
2368,6/13/2022
2369,6/14/2022
2370,5/15/2022
2371,5/16/2022
2372,5/17/2022
2373,5/18/2022
2374,5/19/2022
2375,5/20/2022
2376,5/21/2022
2377,5/22/2022
2378,5/23/2022
2379,5/24/2022
2380,5/25/2022
2381,5/26/2022
2382,5/27/2022
2383,5/28/2022
2384,5/29/2022
2385,5/30/2022
2386,5/31/2022
2387,06-01-22
2388,06-02-22
2389,06-03-22
2390,06-04-22
2391,06-05-22
2392,06-06-22
2393,06-07-22
2394,06-08-22
2395,06-09-22
2396,06-10-22
2397,06-11-22
2398,06-12-22
2399,6/13/2022
2400,6/14/2022
2401,5/15/2022
2402,5/16/2022
2403,5/17/2022
2404,5/18/2022
2405,5/19/2022
2406,5/20/2022
2407,5/21/2022
2408,5/22/2022
2409,5/23/2022
2410,5/24/2022
2411,5/25/2022
2412,5/26/2022
2413,5/27/2022
2414,5/28/2022
2415,5/29/2022
2416,5/30/2022
2417,5/31/2022
2418,06-01-22
2419,06-02-22
2420,06-03-22
2421,06-04-22
2422,06-05-22
2423,06-06-22
2424,06-07-22
2425,06-08-22
2426,06-09-22
2427,06-10-22
2428,06-11-22
2429,06-12-22
2430,6/13/2022
2431,6/14/2022
2432,5/14/2022
2433,5/15/2022
2434,5/16/2022
2435,5/17/2022
2436,5/18/2022
2437,5/19/2022
2438,5/20/2022
2439,5/21/2022
2440,5/22/2022
2441,5/23/2022
2442,5/24/2022
2443,5/25/2022
2444,5/26/2022
2445,5/27/2022
2446,5/28/2022
2447,5/29/2022
2448,5/30/2022
2449,5/31/2022
2450,06-01-22
2451,06-02-22
2452,06-03-22
2453,06-04-22
2454,06-05-22
2455,06-06-22
2456,06-07-22
2457,06-08-22
2458,06-09-22
2459,06-10-22
2460,06-11-22
2461,06-12-22
2462,6/13/2022
2463,6/14/2022
2464,5/15/2022
2465,5/16/2022
2466,5/17/2022
2467,5/18/2022
2468,5/19/2022
2469,5/20/2022
2470,5/21/2022
2471,5/22/2022
2472,5/23/2022
2473,5/24/2022
2474,5/25/2022
2475,5/26/2022
2476,5/27/2022
2477,5/28/2022
2478,5/29/2022
2479,5/30/2022
2480,5/31/2022
2481,06-01-22
2482,06-02-22
2483,06-03-22
2484,06-04-22
2485,06-05-22
2486,06-06-22
2487,06-07-22
2488,06-08-22
2489,06-09-22
2490,06-10-22
2491,06-11-22
2492,06-12-22
2493,6/13/2022
2494,6/14/2022
2495,5/15/2022
2496,5/16/2022
2497,5/17/2022
2498,5/18/2022
2499,5/19/2022
2500,5/20/2022
2501,5/21/2022
2502,5/22/2022
2503,5/23/2022
2504,5/24/2022
2505,5/25/2022
2506,5/26/2022
2507,5/27/2022
2508,5/28/2022
2509,5/29/2022
2510,5/30/2022
2511,5/31/2022
2512,06-01-22
2513,06-02-22
2514,06-03-22
2515,06-04-22
2516,06-05-22
2517,06-06-22
2518,06-07-22
2519,06-08-22
2520,06-09-22
2521,06-10-22
2522,06-11-22
2523,06-12-22
2524,6/13/2022
2525,6/14/2022
2526,5/15/2022
2527,5/16/2022
2528,5/17/2022
2529,5/18/2022
2530,5/19/2022
2531,5/20/2022
2532,5/21/2022
2533,5/22/2022
2534,5/23/2022
2535,5/24/2022
2536,5/25/2022
2537,5/26/2022
2538,5/27/2022
2539,5/28/2022
2540,5/29/2022
2541,5/30/2022
2542,5/31/2022
2543,06-01-22
2544,06-02-22
2545,06-03-22
2546,06-04-22
2547,06-05-22
2548,06-06-22
2549,06-07-22
2550,06-08-22
2551,06-09-22
2552,06-10-22
2553,06-11-22
2554,06-12-22
2555,6/13/2022
2556,6/14/2022
2557,5/15/2022
2558,5/16/2022
2559,5/17/2022
2560,5/18/2022
2561,5/19/2022
2562,5/20/2022
2563,5/21/2022
2564,5/22/2022
2565,5/23/2022
2566,5/24/2022
2567,5/25/2022
2568,5/26/2022
2569,5/27/2022
2570,5/28/2022
2571,5/29/2022
2572,5/30/2022
2573,5/31/2022
2574,06-01-22
2575,06-02-22
2576,06-03-22
2577,06-04-22
2578,06-05-22
2579,06-06-22
2580,06-07-22
2581,06-08-22
2582,06-09-22
2583,06-10-22
2584,06-11-22
2585,06-12-22
2586,6/13/2022
2587,6/14/2022
2588,5/15/2022
2589,5/16/2022
2590,5/17/2022
2591,5/18/2022
2592,5/19/2022
2593,5/20/2022
2594,5/21/2022
2595,5/22/2022
2596,5/23/2022
2597,5/24/2022
2598,5/25/2022
2599,5/26/2022
2600,5/27/2022
2601,5/28/2022
2602,5/29/2022
2603,5/30/2022
2604,5/31/2022
2605,06-01-22
2606,06-02-22
2607,06-03-22
2608,06-04-22
2609,06-05-22
2610,06-06-22
2611,06-07-22
2612,06-08-22
2613,06-09-22
2614,06-10-22
2615,06-11-22
2616,06-12-22
2617,6/13/2022
2618,6/14/2022
2619,5/14/2022
2620,5/15/2022
2621,5/16/2022
2622,5/17/2022
2623,5/18/2022
2624,5/19/2022
2625,5/20/2022
2626,5/21/2022
2627,5/22/2022
2628,5/23/2022
2629,5/24/2022
2630,5/25/2022
2631,5/26/2022
2632,5/27/2022
2633,5/28/2022
2634,5/29/2022
2635,5/30/2022
2636,5/31/2022
2637,06-01-22
2638,06-02-22
2639,06-03-22
2640,06-04-22
2641,06-05-22
2642,06-06-22
2643,06-07-22
2644,06-08-22
2645,06-09-22
2646,06-10-22
2647,06-11-22
2648,06-12-22
2649,6/13/2022
2650,6/14/2022
2651,5/15/2022
2652,5/16/2022
2653,5/17/2022
2654,5/18/2022
2655,5/19/2022
2656,5/20/2022
2657,5/21/2022
2658,5/22/2022
2659,5/23/2022
2660,5/24/2022
2661,5/25/2022
2662,5/26/2022
2663,5/27/2022
2664,5/28/2022
2665,5/29/2022
2666,5/30/2022
2667,5/31/2022
2668,06-01-22
2669,06-02-22
2670,06-03-22
2671,06-04-22
2672,06-05-22
2673,06-06-22
2674,06-07-22
2675,06-08-22
2676,06-09-22
2677,06-10-22
2678,06-11-22
2679,06-12-22
2680,6/13/2022
2681,6/14/2022
2682,5/15/2022
2683,5/16/2022
2684,5/17/2022
2685,5/18/2022
2686,5/19/2022
2687,5/20/2022
2688,5/21/2022
2689,5/22/2022
2690,5/23/2022
2691,5/24/2022
2692,5/25/2022
2693,5/26/2022
2694,5/27/2022
2695,5/28/2022
2696,5/29/2022
2697,5/30/2022
2698,5/31/2022
2699,06-01-22
2700,06-02-22
2701,06-03-22
2702,06-04-22
2703,06-05-22
2704,06-06-22
2705,06-07-22
2706,06-08-22
2707,06-09-22
2708,06-10-22
2709,06-11-22
2710,06-12-22
2711,6/13/2022
2712,6/14/2022
2713,5/15/2022
2714,5/16/2022
2715,5/17/2022
2716,5/18/2022
2717,5/19/2022
2718,5/20/2022
2719,5/21/2022
2720,5/22/2022
2721,5/23/2022
2722,5/24/2022
2723,5/25/2022
2724,5/26/2022
2725,5/27/2022
2726,5/28/2022
2727,5/29/2022
2728,5/30/2022
2729,5/31/2022
2730,06-01-22
2731,06-02-22
2732,06-03-22
2733,06-04-22
2734,06-05-22
2735,06-06-22
2736,06-07-22
2737,06-08-22
2738,06-09-22
2739,06-10-22
2740,06-11-22
2741,06-12-22
2742,6/13/2022
2743,6/14/2022
2744,5/15/2022
2745,5/16/2022
2746,5/17/2022
2747,5/18/2022
2748,5/19/2022
2749,5/20/2022
2750,5/21/2022
2751,5/22/2022
2752,5/23/2022
2753,5/24/2022
2754,5/25/2022
2755,5/26/2022
2756,5/27/2022
2757,5/28/2022
2758,5/29/2022
2759,5/30/2022
2760,5/31/2022
2761,06-01-22
2762,06-02-22
2763,06-03-22
2764,06-04-22
2765,06-05-22
2766,06-06-22
2767,06-07-22
2768,06-08-22
2769,06-09-22
2770,06-10-22
2771,06-11-22
2772,06-12-22
2773,6/13/2022
2774,6/14/2022
2775,5/15/2022
2776,5/16/2022
2777,5/17/2022
2778,5/18/2022
2779,5/19/2022
2780,5/20/2022
2781,5/21/2022
2782,5/22/2022
2783,5/23/2022
2784,5/24/2022
2785,5/25/2022
2786,5/26/2022
2787,5/27/2022
2788,5/28/2022
2789,5/29/2022
2790,5/30/2022
2791,5/31/2022
2792,06-01-22
2793,06-02-22
2794,06-03-22
2795,06-04-22
2796,06-05-22
2797,06-06-22
2798,06-07-22
2799,06-08-22
2800,06-09-22
2801,06-10-22
2802,06-11-22
2803,06-12-22
2804,6/13/2022
2805,6/14/2022
2806,5/14/2022
2807,5/15/2022
2808,5/16/2022
2809,5/17/2022
2810,5/18/2022
2811,5/19/2022
2812,5/20/2022
2813,5/21/2022
2814,5/22/2022
2815,5/23/2022
2816,5/24/2022
2817,5/25/2022
2818,5/26/2022
2819,5/27/2022
2820,5/28/2022
2821,5/29/2022
2822,5/30/2022
2823,5/31/2022
2824,06-01-22
2825,06-02-22
2826,06-03-22
2827,06-04-22
2828,06-05-22
2829,06-06-22
2830,06-07-22
2831,06-08-22
2832,06-09-22
2833,06-10-22
2834,06-11-22
2835,06-12-22
2836,6/13/2022
2837,6/14/2022
2838,5/15/2022
2839,5/16/2022
2840,5/17/2022
2841,5/18/2022
2842,5/19/2022
2843,5/20/2022
2844,5/21/2022
2845,5/22/2022
2846,5/23/2022
2847,5/24/2022
2848,5/25/2022
2849,5/26/2022
2850,5/27/2022
2851,5/28/2022
2852,5/29/2022
2853,5/30/2022
2854,5/31/2022
2855,06-01-22
2856,06-02-22
2857,06-03-22
2858,06-04-22
2859,06-05-22
2860,06-06-22
2861,06-07-22
2862,06-08-22
2863,06-09-22
2864,06-10-22
2865,06-11-22
2866,06-12-22
2867,6/13/2022
2868,6/14/2022
2869,5/15/2022
2870,5/16/2022
2871,5/17/2022
2872,5/18/2022
2873,5/19/2022
2874,5/20/2022
2875,5/21/2022
2876,5/22/2022
2877,5/23/2022
2878,5/24/2022
2879,5/25/2022
2880,5/26/2022
2881,5/27/2022
2882,5/28/2022
2883,5/29/2022
2884,5/30/2022
2885,5/31/2022
2886,06-01-22
2887,06-02-22
2888,06-03-22
2889,06-04-22
2890,06-05-22
2891,06-06-22
2892,06-07-22
2893,06-08-22
2894,06-09-22
2895,06-10-22
2896,06-11-22
2897,06-12-22
2898,6/13/2022
2899,6/14/2022
2900,5/15/2022
2901,5/16/2022
2902,5/17/2022
2903,5/18/2022
2904,5/19/2022
2905,5/20/2022
2906,5/21/2022
2907,5/22/2022
2908,5/23/2022
2909,5/24/2022
2910,5/25/2022
2911,5/26/2022
2912,5/27/2022
2913,5/28/2022
2914,5/29/2022
2915,5/30/2022
2916,5/31/2022
2917,06-01-22
2918,06-02-22
2919,06-03-22
2920,06-04-22
2921,06-05-22
2922,06-06-22
2923,06-07-22
2924,06-08-22
2925,06-09-22
2926,06-10-22
2927,06-11-22
2928,06-12-22
2929,6/13/2022
2930,6/14/2022
2931,5/15/2022
2932,5/16/2022
2933,5/17/2022
2934,5/18/2022
2935,5/19/2022
2936,5/20/2022
2937,5/21/2022
2938,5/22/2022
2939,5/23/2022
2940,5/24/2022
2941,5/25/2022
2942,5/26/2022
2943,5/27/2022
2944,5/28/2022
2945,5/29/2022
2946,5/30/2022
2947,5/31/2022
2948,06-01-22
2949,06-02-22
2950,06-03-22
2951,06-04-22
2952,06-05-22
2953,06-06-22
2954,06-07-22
2955,06-08-22
2956,06-09-22
2957,06-10-22
2958,06-11-22
2959,06-12-22
2960,6/13/2022
2961,6/14/2022
2962,5/15/2022
2963,5/16/2022
2964,5/17/2022
2965,5/18/2022
2966,5/19/2022
2967,5/20/2022
2968,5/21/2022
2969,5/22/2022
2970,5/23/2022
2971,5/24/2022
2972,5/25/2022
2973,5/26/2022
2974,5/27/2022
2975,5/28/2022
2976,5/29/2022
2977,5/30/2022
2978,5/31/2022
2979,06-01-22
2980,06-02-22
2981,06-03-22
2982,06-04-22
2983,06-05-22
2984,06-06-22
2985,06-07-22
2986,06-08-22
2987,06-09-22
2988,06-10-22
2989,06-11-22
2990,06-12-22
2991,6/13/2022
2992,6/14/2022
2993,5/14/2022
2994,5/15/2022
2995,5/16/2022
2996,5/17/2022
2997,5/18/2022
2998,5/19/2022
2999,5/20/2022
3000,5/21/2022
3001,5/22/2022
3002,5/23/2022
3003,5/24/2022
3004,5/25/2022
3005,5/26/2022
3006,5/27/2022
3007,5/28/2022
3008,5/29/2022
3009,5/30/2022
